2
-62 2.154435
-62 2.154435
-64 2.413042
-64 2.531985
-65 2.691416
-64 2.713803
-64 2.728368
-64 2.738352
-65 2.799828
-64 2.797305
-64 2.795355
-64 2.793798
-64 2.792523
-64 2.751310
-64 2.754449
-64 2.789468
-64 2.753461
-63 2.756087
-63 2.725672
-63 2.699099
-63 2.642026
-63 2.624531
-63 2.608883
-63 2.594830
-63 2.633609
-63 2.669979
-63 2.704038
-63 2.735896
-63 2.765665
-64 2.793456
-64 2.819380
-64 2.843547
-65 2.866062
-65 2.887031
-65 2.878693
-64 2.871072
-64 2.891460
-64 2.882849
-64 2.874961
-64 2.867727
-64 2.861085
-64 2.854982
-64 2.849369
-64 2.844204
-64 2.839448
-64 2.835067
-64 2.831029
-64 2.765394
-63 2.738553
-63 2.714153
-63 2.691933
-63 2.641670
-63 2.596725
-62 2.584692
-62 2.545449
-62 2.510120
-62 2.529421
-62 2.547548
-62 2.564532
-62 2.580413
-63 2.569524
-63 2.559561
-63 2.550441
-63 2.542084
-63 2.534425
-63 2.527403
-63 2.493208
-63 2.489593
-62 2.486269
-62 2.483211
-62 2.480399
-62 2.477814
-62 2.499723
-63 2.495538
-63 2.491698
-63 2.554478
-63 2.594384
-63 2.608466
-63 2.621532
-64 2.633645
-64 2.644868
-64 2.655263
-64 2.664886
-64 2.646458
-64 2.629727
-63 2.614509
-63 2.626979
-63 2.638570
-63 2.622581
-63 2.634470
-63 2.618859
-63 2.631003
-63 2.642290
-63 2.625991
-63 2.611148
-63 2.568451
-63 2.558601
-63 2.574904
-63 2.613117
-63 2.599357
-63 2.525574
-63 2.491714
-62 2.534228
-63 2.574729
-63 2.613178
-63 2.625821
-63 2.637556
-63 2.648439
-63 2.723842
-64 2.815130
-65 2.904374
-65 2.991236
-66 3.030366
-66 3.091346
-66 3.149449
-66 3.227589
-67 3.302749
-67 3.350234
-67 3.335667
-67 3.249734
-66 3.272501
-66 3.343876
-66 3.412577
-66 3.453248
-66 3.517386
-66 3.489640
-66 3.428246
-66 3.408104
-66 3.355217
-66 3.307531
-65 3.264379
-65 3.225209
-64 3.154891
-64 3.125424
-64 3.128000
-64 3.100719
-64 3.006848
-63 2.886074
-63 2.781593
-63 2.612040
-62 2.541547
-62 2.508053
-61 2.477478
-61 2.449563
-61 2.424073
-61 2.372838
-61 2.327031
-61 2.312403
-61 2.298978
-61 2.286666
-61 2.298940
-61 2.310399
-62 -1.000000
-61 2.296839
-62 2.281643
-62 2.268540
-62 2.284564
-62 2.323437
-62 2.381394
-62 2.412757
-62 2.464612
-63 2.489497
-63 2.536087
-64 2.579658
-64 2.595616
-64 2.610252
-64 2.596064
-64 2.553094
-64 2.482765
-63 2.452303
-63 2.451988
-63 2.451699
-62 2.451433
-62 2.451189
-62 2.450966
-62 2.423882
-62 2.399508
-62 2.377515
-62 2.383138
-62 2.362683
-62 2.369463
-62 2.375730
-62 2.381519
-62 2.361136
-62 2.342706
-62 2.326015
-62 2.335622
-62 2.344519
-62 2.327592
-62 2.312256
-62 2.298342
-62 2.310065
-62 2.296318
-62 2.283837
-62 2.272492
-62 2.262172
-62 2.276617
-62 2.311702
-62 2.344816
-62 2.396446
-63 2.445671
-63 2.492434
-63 2.488748
-63 2.485389
-64 2.454528
-63 2.426910
-63 2.428654
-63 2.403685
-63 2.381196
-62 2.360891
-62 2.342521
-62 2.350858
-62 2.358573
-62 2.340355
-62 2.348884
-62 2.399698
-62 2.448254
-63 2.472631
-63 2.495379
-63 2.516573
-63 2.559083
-64 2.599264
-64 2.637152
-64 2.648266
-64 2.631094
-64 2.615539
-64 2.652007
-64 2.604312
-64 2.617594
-63 2.629928
-63 2.665367
-63 2.646886
-63 2.657082
-63 2.666529
-63 2.675282
-63 2.683388
-64 2.690890
-64 2.697833
-64 2.704255
-63 2.710196
-64 2.715690
-64 2.720769
-64 2.697491
-63 2.676376
-63 2.657186
-63 2.639715
-63 2.650288
-63 2.660120
-63 2.669255
-63 2.677735
-63 2.658378
-63 2.640766
-63 2.675104
-63 2.683167
-63 2.690642
-63 2.697568
-63 2.703983
-63 2.709922
-63 2.715419
-64 2.692667
-64 2.641536
-63 2.596005
-63 2.555277
-63 2.518719
-62 2.513070
-62 2.480624
-62 2.451351
-62 2.451120
-62 2.450907
-62 2.450710
-62 2.450528
-62 2.450360
-62 2.450206
-62 2.423472
-62 2.399347
-62 2.403236
-62 2.406830
-62 2.410149
-62 2.436602
-62 -1.000000
-62 2.437558
-62 2.406259
