1
-62 2.154435
-60 1.737628
-58 1.490491
-58 1.409288
-62 1.592463
-63 1.768902
-64 1.941007
-64 2.071678
-65 2.209055
-63 2.243808
-62 2.230620
-62 2.220357
-63 2.245823
-63 2.267338
-63 2.285773
-63 2.301753
-63 2.342556
-62 2.352494
-62 2.387601
-63 2.393127
-63 2.398064
-63 2.402492
-63 2.431832
-63 2.458855
-63 2.483756
-63 2.506712
-63 2.551388
-63 2.569250
-63 2.558773
-63 2.549304
-63 2.540725
-63 2.558872
-63 2.549529
-63 2.541032
-63 2.533294
-63 2.393241
-62 2.277215
-62 2.211551
-61 2.123413
-61 2.047769
-60 1.982275
-60 1.925174
-59 1.875109
-59 1.831021
-59 1.792057
-59 1.757522
-59 1.769131
-59 1.814856
-59 1.858768
-60 1.900649
-60 1.940366
-61 1.977850
-61 2.013075
-62 2.046069
-62 2.076888
-63 2.032142
-62 1.993152
-62 1.931219
-61 1.949356
-61 2.018973
-61 2.051255
-61 2.100646
-62 2.147526
-62 2.191854
-62 2.188506
-62 2.098191
-62 2.051850
-62 2.081415
-62 2.109135
-62 2.172492
-62 2.170904
-62 2.084009
-61 2.039702
-61 2.000771
-61 1.966393
-61 1.935908
-61 1.882764
-60 1.836516
-59 1.796015
-59 1.783636
-59 1.772444
-59 1.783086
-59 1.771823
-59 1.761675
-59 1.752530
-59 1.800319
-60 1.845995
-60 1.889390
-61 1.911271
-61 1.931488
-61 1.969915
-62 2.040674
-62 2.072195
-63 2.101499
-63 2.167025
-63 2.210762
-63 2.229965
-63 2.247625
-63 2.263864
-63 2.253914
-63 2.269509
-63 2.306116
-63 2.434426
-64 2.503028
-64 2.568679
-64 2.650739
-65 2.709464
-65 2.741560
-65 2.715226
-65 2.691639
-65 2.698691
-65 2.705179
-64 2.651477
-64 2.447777
-63 2.285415
-62 2.152806
-61 2.174077
-61 2.213673
-61 2.208674
-61 2.226722
-61 2.282846
-61 2.336923
-62 2.406917
-63 2.455562
-64 2.427530
-64 2.303395
-63 2.163420
-62 2.081412
-62 2.039041
-61 1.974027
-61 1.917486
-60 1.868014
-59 1.824516
-59 1.786124
-59 1.752133
-59 1.764220
-59 1.775455
-59 1.785854
-59 1.814483
-60 1.841344
-60 1.884577
-61 1.925551
-61 1.964201
-62 2.018687
-62 2.087596
-62 2.153935
-63 2.177474
-63 2.175400
-63 2.197111
-63 2.217154
-63 2.235646
-63 2.252694
-63 2.268403
-63 2.282875
-62 2.271254
-62 2.203122
-62 2.144330
-62 2.120520
-61 2.164721
-62 2.186471
-62 2.206728
-62 2.147311
-61 2.065283
-61 1.995315
-61 1.935029
-61 1.882670
-60 1.883814
-60 1.884867
-60 1.906168
-60 1.926068
-60 1.980865
-60 2.033500
-61 2.064861
-62 2.113557
-62 2.177787
-63 2.175702
-63 2.197230
-63 2.217140
-63 2.235536
-63 2.228263
-63 2.132802
-62 2.052443
-62 2.081632
-61 2.128195
-62 2.172557
-62 2.214630
-62 2.254381
-62 2.269863
-62 2.284144
-63 2.319631
-63 2.304602
-63 2.198339
-62 2.109236
-62 2.062743
-61 2.021758
-61 1.958052
-60 1.902835
-60 1.854659
-59 1.812385
-59 1.798480
-59 1.785893
-59 1.774504
-59 1.784952
-59 1.750157
-59 1.719538
-59 1.768588
-60 1.798687
-60 1.826898
-60 1.853231
-61 1.857116
-61 1.881302
-61 1.903732
-61 1.879138
-61 1.857392
-61 1.812868
-61 1.798398
-60 1.826445
-60 1.852668
-60 1.856586
-60 1.880723
-60 1.922022
-61 1.941368
-61 1.959205
-61 1.975626
-62 1.942892
-61 1.938492
-61 2.009354
-62 2.042602
-62 2.052229
-62 2.082556
-62 2.007245
-61 1.943322
-61 1.888459
-61 1.840965
-61 1.799547
-60 1.763232
-59 1.731254
-59 1.702992
-59 1.677943
-59 1.655691
-59 1.635889
-59 1.618240
-59 1.602494
-59 1.588428
-59 1.575855
-59 1.564611
-59 1.554549
-59 1.545543
-59 1.604128
-59 1.660861
-60 1.715359
-60 1.767356
-61 1.798902
-61 1.785333
-61 1.748846
-61 1.717213
-61 1.751392
-61 1.800580
-61 1.847306
-61 1.891457
-61 1.913522
-61 1.953589
-61 1.991118
-62 2.026160
-62 2.037311
-62 2.069043
-62 2.098549
-62 2.103468
-62 2.107937
-62 2.134416
-62 2.136178
-62 2.112497
-62 2.091422
-62 2.096820
-62 2.123626
-62 2.148625
-62 2.171886
-62 2.214258
-62 2.232803
-62 2.249941
-62 2.265765
-63 2.198178
-62 2.238484
-62 2.255027
-62 2.156335
-62 2.073207
-61 2.002303
-61 1.968229
-60 1.911517
-60 1.862128
-60 1.762494
-59 1.731336
-58 1.703594
-58 1.678864
-58 1.656786
-58 1.637062
-58 1.658428
-59 1.695514
-59 1.692864
-59 1.668425
-59 1.646847
-59 1.627739
-59 1.610778
-59 1.595688
-59 1.582246
-59 1.570254
-59 1.559548
-59 1.569635
-59 1.578864
-59 1.567103
-59 1.556636
-59 1.547308
-59 1.538985
-59 1.598406
-59 1.655858
-60 1.710972
-60 1.746520
-60 1.779606
-61 1.828306
-61 1.855474
-62 1.899624
-62 1.958776
-62 2.015025
-62 2.048884
-62 2.033691
-62 2.020195
-62 2.052976
